dc:title,prism:publicationName,prism:coverDate
The taxation of social economy entities in the perspective of EU law,"The Law of Third Sector Organizations in Europe: Foundations, Trends and Prospects",2023-12-31
The legal infrastructure of the third sector and the social economy in the Netherlands,"The Law of Third Sector Organizations in Europe: Foundations, Trends and Prospects",2023-12-31
Foreword,"The Law of Third Sector Organizations in Europe: Foundations, Trends and Prospects",2023-12-31
Canine Distemper Virus (CDV) in Grey Wolf (Canis lupus) in Fars Province of Iran,Veterinaria italiana,2023-12-31
Isolation and culture of chickenembryonic synovial fibroblasts,Veterinaria italiana,2023-12-31
The New Italian code of the third sector: Essence and principles of a historic legislative reform,"The Law of Third Sector Organizations in Europe: Foundations, Trends and Prospects",2023-12-31
European law of third sector organizations from the US standpoint,"The Law of Third Sector Organizations in Europe: Foundations, Trends and Prospects",2023-12-31
"Evidence of Salmonella enterica in Pakistani backyard poultry breeds: isolation, molecular characterization, and pathology",Veterinaria italiana,2023-12-31
Third sector organizations in a European and comparative legal perspective,"The Law of Third Sector Organizations in Europe: Foundations, Trends and Prospects",2023-12-31
The diversity of third sector organisations in Denmark,"The Law of Third Sector Organizations in Europe: Foundations, Trends and Prospects",2023-12-31
Third sector in the third republic: An overview of the law and practice in Poland,"The Law of Third Sector Organizations in Europe: Foundations, Trends and Prospects",2023-12-31
Jacques van Ginneken and Significs,Historiographia Linguistica,2023-12-31
America's first sex scandal: The rhetorical strategies in the Hamilton/Reynolds affair,"Scandalogy 4: Political Scandals in the Age of Populism, Partisanship, and Polarization",2023-12-31
Introduction,"Scandalogy 4: Political Scandals in the Age of Populism, Partisanship, and Polarization",2023-12-31
Scandal and lionization: When corporations speak on socio-political issues in a polarized world,"Scandalogy 4: Political Scandals in the Age of Populism, Partisanship, and Polarization",2023-12-31
The many deaths of Domitian: Scandal and image destruction in imperial Rome,"Scandalogy 4: Political Scandals in the Age of Populism, Partisanship, and Polarization",2023-12-31
Two faces of Zoran Milanović: From anti-populist to rhetorical furious populist,"Scandalogy 4: Political Scandals in the Age of Populism, Partisanship, and Polarization",2023-12-31
Holding out for a hero: The rhetorical battle over the National Garden of American Heroes in the United States,"Scandalogy 4: Political Scandals in the Age of Populism, Partisanship, and Polarization",2023-12-31
"The power of performance: Celebrity populism, fictional populists, and implications for liberal democracy","Scandalogy 4: Political Scandals in the Age of Populism, Partisanship, and Polarization",2023-12-31
The effects of prototypicality on punishment of in-party political leaders' immoral behavior,"Scandalogy 4: Political Scandals in the Age of Populism, Partisanship, and Polarization",2023-12-31
Forty years of political scandals in Germany and Austria: Differences and similarities,"Scandalogy 4: Political Scandals in the Age of Populism, Partisanship, and Polarization",2023-12-31
"Scandalogy 4: Political scandals in the age of populism, partisanship, and polarization","Scandalogy 4: Political Scandals in the Age of Populism, Partisanship, and Polarization",2023-12-31
But some scandals are more scandalous than others: A dissent management analysis of Trump's unacceptable access hollywood comments,"Scandalogy 4: Political Scandals in the Age of Populism, Partisanship, and Polarization",2023-12-31
Leave olympia alone: Reversing the approach toward the Parisian salon scandal of 1865,"Scandalogy 4: Political Scandals in the Age of Populism, Partisanship, and Polarization",2023-12-31
Exploring Design Literacy in Socially Responsible Design Education A Rural Planning and Design Course in Perspective,FormAkademisk,2023-12-31
Design Literacy in Chilean Curricula Opportunity or Unfulfilled Promise?,FormAkademisk,2023-12-31
LEARNING FROM EXAMPLES. THE HUMAN AND THE NON-HUMAN,Distinctio,2023-12-31
DEFINITION AND CLASSIFICATION OF NON-GOVERNMENTAL BUSINESS SUPPORT ORGANIZATIONS IN UKRAINE IN THE CONTEXT OF LIBERALIZATION AND STIMULATION OF ENTREPRENEURSHIP,Financial and Credit Activity: Problems of Theory and Practice,2023-12-31
INDUCTIVE EXEMPLIFICATION IN REAL AND THOUGHT EXPERIMENTS,Distinctio,2023-12-31
PERFORMATIVITY AND THEATRICALITY OF THE ABSOLUTE SPIRIT IN HEGEL’S THEORY OF DRAMATIC POETRY IN MODERNITY,Distinctio,2023-12-31
PLATO’S PERIAGŌGĒ: CHANGING DIRECTION AS A CENTRAL ASPECT OF EDUCATION,Distinctio,2023-12-31
THE EXEMPLARY RHETOR: ON ANTIPHILOSOPHY AND SOPHISTICS IN ALAIN BADIOU,Distinctio,2023-12-31
WHAT SHOULD BE? NAVIGATING MORAL EXEMPLARITY AND ITS CATEGORICAL IMPERATIVE,Distinctio,2023-12-31
THE AFFECTS OF PLEASURE AND DISPLEASURE IN PLATO’S PHILEBUS REGARDING SPINOZA,Distinctio,2023-12-31
TOTALITY IN THE SCIENCE OF LOGIC AS AN INDISPENSABLE PRESUPPOSITION OF HEGEL’S PHILOSOPHY OF RIGHT,Distinctio,2023-12-31
THE DECISION-MAKING OF HOMO FABER,Distinctio,2023-12-31
DETECTION OF PHOBIAS FROM ELECTRODERMAL ACTIVITY SIGNAL,Lekar a Technika,2023-12-31
SIMULATION OF PREMATURE VENTRICULAR CONTRACTIONS IN PATIENT SPECIFIC BIDOMAIN VENTRICULAR MODEL,Lekar a Technika,2023-12-31
ANALYSIS OF RELATIONSHIPS BETWEEN HETEROGENEOUS RADIOMIC FEATURES OF THROMBUS IN ACUTE ISCHEMIC STROKE,Lekar a Technika,2023-12-31
Chaos or system? Reassessing the unique case of the Japanese writing system,Written Language and Literacy,2023-12-31
"Institutionalization of Multicultural Values in Religious Education in Inclusive Schools, Indonesia",Jurnal Pendidikan Agama Islam,2023-12-31
On the systematic nature of writing systems,Written Language and Literacy,2023-12-31
"(Un)packaging the ""sweetness"" in the naming of farms by resettled Black sugarcane farmers in Chiredzi, Zimbabwe A study of selected names",International Journal of Language and Culture,2023-12-31
ENHANCING PROCESS STABILITY AND QUALITY MANAGEMENT: A COMPREHENSIVE ANALYSIS OF PROCESS CAPABILITY INDICES,Virtual Economics,2023-12-31
Naming and labelling contexts of cultural importance in Africa,International Journal of Language and Culture,2023-12-31
The dialectics of sport and history Commemorative naming of selected stadia in the Kingdom of Eswatini,International Journal of Language and Culture,2023-12-31
How direct is the link between words and images?,Mental Lexicon,2023-12-31
Reflection of the rhinology development in China from the evolution of the National Rhinology Annual Conference,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
Progress in immunological research on Meniere′s disease,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
Progress on laryngeal reinnervation for vocal cord paralysis,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
"Passing the fire from generation to generation for 70 years, continuing to write brilliant chapters in the new journey",Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
"Uniting in purpose and striving forward together, forging ahead to compose a new chapter－the specialty committee joins hands with journals to seek development",Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
Research progress on adult obstructive sleep apnea and cognitive impairment,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
Digital therapeutics in tinnitus: harnessing the power of internet and mobile technology,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
The application and development of endoscopic ear technology,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
The chapters will go on,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
Current advances of laryngopharyngeal reflux disease in China,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
Fatherly teachings－missing professor Tu Guiyi,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
Current status and future of diagnosis and treatment of obstructive sleep apnea,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
"Revolutions and innovations, opportunities and development－retrospect and prospect of head and neck surgery in China",Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
Innovative research directions for hearing disorders in the aged,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
"Gazing at distant mountains, forging ahead with determination－development blueprint of the new centennial otolaryngology head and neck surgery",Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
The current state and future prospect of surgical treatment for nasopharyngeal carcinoma,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
Words across time and space－a letter to the older generation and sages,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
Reviving the past－my stories with hearing-impaired elders,Zhonghua er bi yan hou tou jing wai ke za zhi = Chinese journal of otorhinolaryngology head and neck surgery,2023-12-31
Great love and selflessness－a few thoughts in the development of the Pediatric Group of the Otolaryngology-Head and Neck Surgery Branch of the Chinese Medical Association,Zhonghua er bi yan hou tou jing wai ke za zhi = Chinese journal of otorhinolaryngology head and neck surgery,2023-12-31
A report on the development of pediatric otorhinolaryngology head and neck surgery,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
SVEUČILIŠNI MAGISTRI INŽENJERI GEODEZIJE I GEOINFORMATIKE,Geodetski List,2023-12-31
Scientific research with artistic presentation,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
Intranasal corticosteroids－50 years of research and development history and the latest advancements,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
Keep the original aspiration unchanged and marching ahead at this opportune moment－message for the 70th anniversary of the Chinese Journal of Otorhinolaryngology Head and Neck Surgery,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
The latest progress in artificial auditory implantation,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
"Seventy years of glory-blazing a trail, striving forward and creating the future－congratulations on the 70th anniversary of the Chinese Journal of Otorhinolaryngology Head and Neck Surgery",Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
Advances in chronic rhinosinusitis－from research to clinical practice,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
Progress and future of otological medicine,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
Recalling the past－my path of growth,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
"Paper and operation, magazine with clinic",Zhonghua er bi yan hou tou jing wai ke za zhi = Chinese journal of otorhinolaryngology head and neck surgery,2023-12-31
The pathway to standardization in the diagnosis and treatment of voice disorders,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
Genetics and hearing loss－from gene function to gene therapy,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
The lighthouse in the medical ocean－growth record from a freshman student to a young doctor,Zhonghua er bi yan hou tou jing wai ke za zhi = Chinese journal of otorhinolaryngology head and neck surgery,2023-12-31
Progress in the clinical management of head and neck carcinoma,Chinese Journal of Otorhinolaryngology Head and Neck Surgery,2023-12-31
Criminal Procedure of the First Decade of the People’s Republic of Poland as an Instrument of Judicial Crime. The Case of Adam Półtorzecki,Prawo i Wiez,2023-12-31
THE ROLE OF THE NATURAL WORLD IN CICERO’S DE RE PUBLICA AND DE LEGIBUS,Ciceroniana On Line,2023-12-31
The toponym Bulawayo and ideologies of Ndebele language purism in Zimbabwe,International Journal of Language and Culture,2023-12-31
"“Venezuela hawaii, chelsea!”: Creative onomastic practice and playful (re)labelling in Langila from the Congo",International Journal of Language and Culture,2023-12-31
Religious Moderation in The Industrial Era 4.0: Deradicalization Through The Development of Intellectual Traditions at Fadhlul Fadhlan Islamic Boarding School Semarang,Jurnal Pendidikan Agama Islam,2023-12-31
Islamic Character Education: Mapping and Networking Data Using Bibliometric Analysis,Jurnal Pendidikan Agama Islam,2023-12-31
"Named entities, naming practices, and their meanings - linguistic types and cultural contexts",International Journal of Language and Culture,2023-12-31
Performances of transparency,International Journal of Language and Culture,2023-12-31
The brand names of craft gins in South Africa*: An onomastic analysis,International Journal of Language and Culture,2023-12-31
"Mobile philosophies: A case of inscriptions on public transport vehicles (kombis) used as entrepreneurial names in Harare, Zimbabwe",International Journal of Language and Culture,2023-12-31
"A chameleonic evolution of a people’s wishes, identity, and aspirations: An onomastic reading of Highlanders FC names and nicknames",International Journal of Language and Culture,2023-12-31
"More matters of typology: Alphasyllabaries, abugidas and related vowelled segmentaries",Written Language and Literacy,2023-12-31
Latin &lt; XS &gt;: Seeing double,Written Language and Literacy,2023-12-31
Koineization and the Pamphylian alphabet: Instability and compromise,Written Language and Literacy,2023-12-31
The standardisation of spelling in Middle English: The case of said,Written Language and Literacy,2023-12-31
"A proposal for a formalized, expandable approach to the taxonomy of writing systems",Written Language and Literacy,2023-12-31
Ameliorative Effects of Coconut Water on Hematological and Lipid Profiles of Phenylhydrazine-treated Rats,Nigerian journal of physiological sciences : official publication of the Physiological Society of Nigeria,2023-12-31
"Cerebellar and Olfactory Bulb Perturbations Induced by Vanadium Neurotoxicity in the African Giant Rat (Cricetomys gambianus, Waterhouse)",Nigerian journal of physiological sciences : official publication of the Physiological Society of Nigeria,2023-12-31
Methanolic Extract of Ricinus Communis ameliorated cardiovascular dysfunction in dichlorvos-exposed rats,Nigerian journal of physiological sciences : official publication of the Physiological Society of Nigeria,2023-12-31
"The Use of Levels One and Two Dermatoglyphics for Sex Identification in University of Ibadan Community, Southwest Nigeria",Nigerian journal of physiological sciences : official publication of the Physiological Society of Nigeria,2023-12-31
"Electrocardiography, Blood Pressure Measurements, Vital Parameters and Anaesthetic Indices in the African Giant Rat (Cricetomys Gambianus Waterhouse) Immobilized with Diazepam or Ketamine",Nigerian journal of physiological sciences : official publication of the Physiological Society of Nigeria,2023-12-31
Phantom Limb Neuroplasticity and Maladaptive Sensory Perceptions: Why Phantom Limb Paresthesia Should Be Integrated into Referred Pain Discussions,Nigerian journal of physiological sciences : official publication of the Physiological Society of Nigeria,2023-12-31
Isolation of Reticuloendotheliosis Virus from Chorio-allantoic Membrane of SPF Chicken Eggs inoculated with Fowl Pox Virus,Veterinaria italiana,2023-12-31
Do teachers adapt their gestures in linguistically heterogeneous second language teaching to learners’ language proficiencies?,Gesture,2023-12-31
Patient-Reported Impact of Symptoms in Spinal and Bulbar Muscular Atrophy,Neurology: Clinical Practice,2023-12-31
"METHODOLOGICAL CHALLENGES IN THE RESEARCH ON SECOND HOMES: LESSONS LEARNED FROM THE ALPINE REGION, SLOVENIA AND THE MUNICIPALITY OF KRANJSKA GORA",Geografski Vestnik,2023-12-31
PERSPECTIVES ON UKRAINIAN CINEMA: CONSTRUCTING NATIONAL IDENTITY AND CULTURAL RESILIENCE,Cinema,2023-12-31
"DEVELOPMENT OF GEOTOURISM AND RURAL TOURISM FOR SUSTAINABLE DEVELOPMENT OF AKTOBE OBLAST, REPUBLIC OF KAZAKHSTAN",Geografski Vestnik,2023-12-31
Active involvement of stakeholders in the management of protected areas: the example of the wetlands of the Sečovlje Salina Nature Park,Geografski Vestnik,2023-12-31
The mountainous areas of Friuli-Venezia Giulia between social and economic exclusion and new settlement models. Is it a trend inversion?,Geografski Vestnik,2023-12-31
"Regional sea level rise: data, drivers and effects",Geografski Vestnik,2023-12-31
ON THE POETICS OF CINEMATIC INFLUENCE: GROSSMAPPING GESTURES IN THE FILMS OF KIRA MURATOVA AND EVA NEYMANN,Cinema,2023-12-31
NARRATIVE RESISTANCE IN KIRA MURATOVA'S CINEMA,Cinema,2023-12-31
Woody vegetation detection with the U-Net convolutional neural network,Geografski Vestnik,2023-12-31
The Geographical Atlas of Natural Disasters in Slovenia,Geografski Vestnik,2023-12-31
In search of indigenous speakers of the Slovenian language in Austria: The Bad Radkersburg corner and Burgenland,Geografski Vestnik,2023-12-31
»Do we prefer homemade bread to foreign cake?« The impact of local candidacies on the outcome of the 2022 Slovenian parliamentary elections,Geografski Vestnik,2023-12-31
"Reecriture feminine as a conceptual convergence: A paratext-driven analysis of Fitzgerald, Lattimore, Fagles, and Wilson's translations of The Odyssey",Translation and Gender: Beyond Power and Boundaries,2023-12-31
Feminist translation: Micro-strategies in the translation of three feminist utopias,Translation and Gender: Beyond Power and Boundaries,2023-12-31
Preface,Translation and Gender: Beyond Power and Boundaries,2023-12-31
Women readers in Turkey in the early republican period,Translation and Gender: Beyond Power and Boundaries,2023-12-31
"Eine Bestandaufnahme der ""Politischen Korrektheit"" im Sinne einer intralingual ausgerichteten Übersetzungsbewegung-gesehen am Beispiel der aktuellen innertürkischen Öffentlichkeitsarbeit",Translation and Gender: Beyond Power and Boundaries,2023-12-31
"A translation analysis of an ecofeminist novel: A case study on Buket Uzuner's Novel ""Toprak""",Translation and Gender: Beyond Power and Boundaries,2023-12-31
Translation and gender: Beyond power and boundaries,Translation and Gender: Beyond Power and Boundaries,2023-12-31
Translation of gender-specific children's books in the diary format,Translation and Gender: Beyond Power and Boundaries,2023-12-31
Şirin Tekelis Pionierrolle in der türkischen Frauenbewegung und ihr Beitrag zur Übersetzung der feministischen Literatur in der Türkei,Translation and Gender: Beyond Power and Boundaries,2023-12-31
Feministische Aspekte in der Übersetzungswissenschaft: Eine theoretische Auseinandersetzung,Translation and Gender: Beyond Power and Boundaries,2023-12-31
DESCENT MODIFIED CONJUGATE GRADIENT METHODS FOR VECTOR OPTIMIZATION PROBLEMS,Bangmod International Journal of Mathematical and Computational Science,2023-12-31
"THEORETICAL AND PERFORMANCE ANALYSIS OF THE PERDE ""SABÂ"" IN TURKISH MUSIC: THE EXAMPLE OF TANBURİ CEMİL BEY",Yegah Musicology Journal,2023-12-31
FEATURES OF CYCLICAL FORM IN THE WORKS OF XVIII<sup>TH</sup> CENTURY TO XX<sup>TH</sup> CENTURY COMPOSERS,Yegah Musicology Journal,2023-12-31
"BLACK METAL, THE UNDERESTIMATE MUSIC GENRE OF POPULAR MUSIC: MEDIA AND STEREOTYPES OF VOICE PERFORMERS OF DIFFERENT MUSIC GENRES",Yegah Musicology Journal,2023-12-31
THE VIOLIN AS A PROPAGANDA IN NAZI GERMANY: GOEBBELS' STRADIVARIUS,Yegah Musicology Journal,2023-12-31
UNDERSTANDING OF SEGÂH PITCH AND UŞŞAK MAQAM PROGRESSION THROUGH THE LENS OF NİYAZİ SAYIN'S TAKSİMS IN UŞŞAK MAQAM,Yegah Musicology Journal,2023-12-31
THE LIFE OF COMPOSER AKIN ÖZKAN AND THE MUSICAL ANALYSIS OF HIS KÂR IN THE EVC-I ŞEVK MAKAM COMPOSED BY HIM,Yegah Musicology Journal,2023-12-31
Agricultural machinery photoelectric automatic navigation control system based on back propagation neural network,Journal of Agricultural Engineering,2023-12-31
Assessment of the ecosystem services given by rural and urban green areas to preserve high-quality territories from land take: the case of the province of Monza Brianza (Italy),Journal of Agricultural Engineering,2023-12-31
The Relationship between Spirituality and Stress: A Study of Medical Students at Islamic Universities in Jakarta,Jurnal Pendidikan Agama Islam,2023-12-31
Evidence of Zipfian distributions in three sign languages,Gesture,2023-12-31
Teaching contrastive stress to lower-proficiency learners,Journal of Second Language Pronunciation,2023-12-31
Manufacturing Academic Knowledge,"Language, Culture and Society",2023-12-31
Bottom's up for listening The effect of pronunciation instruction on L2 listening comprehension,Journal of Second Language Pronunciation,2023-12-31
(Im)possible change Criticality and constraints in the infrastructures of the academic knowledge economy,"Language, Culture and Society",2023-12-31
A pedagogical note on teaching L2 prosody and speech sounds using hand gestures,Journal of Second Language Pronunciation,2023-12-31
Teaching prosody in research studies: How researchers make decisions about pedagogy in research studies,Journal of Second Language Pronunciation,2023-12-31
Algorithmic power and scientific knowledge,"Language, Culture and Society",2023-12-31
Dialect-specificity and learners L2 perceptual resilience after study abroad,Journal of Second Language Pronunciation,2023-12-31
Seeking access. Applied ethnopoetic analysis: Gate keeping or a gateway to poetry as knowing,"Language, Culture and Society",2023-12-31
Diachrony and diachronica,Diachronica,2023-12-31
But we re among peers! : French academic journals editors as reading subjects,"Language, Culture and Society",2023-12-31
The pedagogy for teaching suprasegmental features,Journal of Second Language Pronunciation,2023-12-31
Teaching perspectives: German,Journal of Second Language Pronunciation,2023-12-31
SAIT 汉语 (SAIT Hanyu): A pronunciation training app for second language Chinese learners,Journal of Second Language Pronunciation,2023-12-31
Lost in translation: A historical-comparative reconstruction of Proto-Khoe-Kwadi based on archival data,Diachronica,2023-12-31
A closer look at the Supra Tutor’s prosody lessons and the pedagogical and technological rationale behind them,Journal of Second Language Pronunciation,2023-12-31
"Crash modules to help Persians speak more intelligible and comprehensible English, emphasizing either production or perception of either sounds or melodies",Journal of Second Language Pronunciation,2023-12-31
Modern ancient Chinese: A discursive construction of Hanfu identity across spatiotemporal scales,"Language, Culture and Society",2023-12-31
Gender reduction in contact: The case of Romani in nineteenth-century Hungary,Diachronica,2023-12-31
"Special Issue: a few steps back, several steps forward",Journal of Vertebrate Biology,2023-12-31
Claire’s corner,Diachronica,2023-12-31
The copycat paradigm: Italian “Class‑A” journals and the paradoxes of excellence,"Language, Culture and Society",2023-12-31
Fabula Aesopici canis: Allusions to fables in Graeco-Latin literature,Reinardus,2023-12-31
Response to 'Commentary on the published position statement regarding the pathogenesis of fetal basal ganglia- thalamic hypoxic-ischaemic injury' (Anthony et al.),South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,2023-12-31
Factors influencing in-hospital mortality for salvage percutaneous transjugular intrahepatic portosystemic shunting in cirrhotic patients with recalcitrant variceal bleeding after failed endoscopic intervention,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,2023-12-31
"The characteristics of dermatology inpatients seen at the quaternary Inkosi Albert Luthuli Central Hospital in Durban, South Africa, over a 5-year period - 2015 - 2020",South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,2023-12-31
Artificial intelligence (AI) or augmented intelligence? How big data and AI are transforming healthcare: Challenges and opportunities,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,2023-12-31
Evaluation of the impact of PEPFAR transition on retention in care in South Africa's Western Cape Province,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,2023-12-31
The hero's death heralded by that of his horse. Study of an epic motif,Reinardus,2023-12-31
"The squirrel, the goose and the relics. Theories of linguistic conventionalism and accounts of lexical substitution in French (13th-15th centuries)",Reinardus,2023-12-31
Canicula lacrimante (weeping dog). An original false wonder in Pierre Alphonse's Disciplina clericalis,Reinardus,2023-12-31
Sub specie animalium: Faunistic symbolism of medieval society in the Regale du Monde,Reinardus,2023-12-31
Effects of direct and indirect written corrective feedback on text rewriting and subsequent productions of Italian LV3 learners in high school,"LIA Language, Interaction and Acquisition",2023-12-31
Lending a hand to speech Gestures help fuency and increase pitch in second language speakers,"LIA Language, Interaction and Acquisition",2023-12-31
Grim humor in the tale of the wolf’s death Intertextuality and satire in the fnal book of the Ysengrimus,Reinardus,2023-12-31
The moulting of Busterin's badger: A case study in the textual and iconographic tradition of Arthurian armorials,Reinardus,2023-12-31
Chimpanzees coordinate interrogative markers to ask questions,Gesture,2023-12-31
Joint actions affect infants' cognitive word-object processing,"LIA Language, Interaction and Acquisition",2023-12-31
Aquatic animals in ancient and medieval fables,Reinardus,2023-12-31
Another voice for another language?,"LIA Language, Interaction and Acquisition",2023-12-31
“If I had a shilling…” Humorous structures and perceived funniness in Dame Sirith and Hans Sachs’ “Der fahrendt Schuler mit dem Teufelbannen”,Reinardus,2023-12-31
Prius invisa animalia Attitudes towards animals in late medieval travel accounts,Reinardus,2023-12-31
ISLAMIC LEGAL ANALYSIS OF BANK INTEREST ALLOCATION ON SOCIAL FUND: A CASE STUDY OF SMALL CREDIT BANK (BPR) NBP 21 PANYABUNGAN CITY,Al-Risalah: Forum Kajian Hukum dan Sosial Kemasyarakatan,2023-12-31
Sports foods: from where to where?,Elelmiszervizsgalati Kozlemenyek,2023-12-31
Pastas Quality Evaluation with Addition of Soy Okara,Elelmiszervizsgalati Kozlemenyek,2023-12-31
"Variability of N-SPT-Correlated Undrained Shear Strength of Alluvial Deposit in Doplang Region, Central Java, Indonesia",Journal of Engineering and Technological Sciences,2023-12-31
"Examining External Dose Rates in Mamuju Regency, Indonesia: A Personal Radiation Dosimetry Approach",Journal of Engineering and Technological Sciences,2023-12-31
Various Aspects of History: The Present and Future in Euro-Mediterranean Research,International Journal of Euro-Mediterranean Studies,2023-12-31
Participatory ecodesign of crop management based on life cycle assessment: An approach to inform the strategy of a protected denomination of origin. a case study in viticulture,Italian Journal of Agronomy,2023-12-31
Loyalty and Affiliation of the Andalusian Elites towards Mulūk Al-Ṭawā’if during the 11th Century/Fifth AH,International Journal of Euro-Mediterranean Studies,2023-12-31
Exploring State Effectiveness in Sustainable Development: Development and Use of a Measurement Tool for the Fez-Meknes Region,International Journal of Euro-Mediterranean Studies,2023-12-31
Assessment of Coastal Water Quality by Testing a Linear Model Using Landsat8 sst Data:ExploratoryStudy,International Journal of Euro-Mediterranean Studies,2023-12-31
Career Decisions in the Mediterranean: To Be or Not to Be an Entrepreneur?,International Journal of Euro-Mediterranean Studies,2023-12-31
Measuring the Transparency of the Central Bank of Egypt as a Prerequisite for Adopting Inflation Targeting Policy,International Journal of Euro-Mediterranean Studies,2023-12-31
Use of vacuum-assisted closure in the treatment of complex intrapleural infections,Zdravniski Vestnik,2023-12-31
Endometriosis management after menopause,Zdravniski Vestnik,2023-12-31
ZPMS expert opinion on preventive treatment of pregnant women at increased risk of preeclampsia with low-dose aspirin,Zdravniski Vestnik,2023-12-31
"When is non-writing writing? or, When is writing non-writing?",Written Language and Literacy,2023-12-31
Religious Minorities in Punjab Prisons: Denial of Remission Based on Religious Education,Islamic Studies,2023-12-31
A Study of the Reinterpretation of the Qur’ān in a Seventeenth-Century Malay Sufi Text Written by al-Rānīrī,Islamic Studies,2023-12-31
The Rupture or Noah in the Qur’ān: A Semiotic Interpretation,Islamic Studies,2023-12-31
Wilāyah and Ethical Excellence in Islam: An Ismā‘īlī Perspective,Islamic Studies,2023-12-31
Microbial Dysbiosis in Diabetic Children with Enteric Hepatitis: The Global Phenomenon and Bangladesh's Contextual Significance,Bangladesh Journal of Infectious Diseases,2023-12-31
Localization of a Retro Rectal Hydatid Cyst: A Rare Case Report,Bangladesh Journal of Infectious Diseases,2023-12-31
Perception and Attitudes towards COVID-19 Vaccination in Bangladesh: A Cross-sectional Analysis,Bangladesh Journal of Infectious Diseases,2023-12-31
Feeding of bonito Sarda chiliensis (Pisces: Scombridae) in northern Chile,Revista de Biologia Marina y Oceanografia,2023-12-31
Effect of Silymarin on Gentamicin Induced Nephrotoxicity in Rats,Bangladesh Journal of Infectious Diseases,2023-12-31
Comparison of Complication and Post-Operative Infection Rate Between Application of Carbetocin and Oxytocin during Management of Post-Partum Hemorrhage after Caesarean Section,Bangladesh Journal of Infectious Diseases,2023-12-31
Effect of fasting on molting and survival rate in post-larvae of the shrimp Litopenaeus vannamei,Revista de Biologia Marina y Oceanografia,2023-12-31
Laboratory Diagnosis of Genital Tuberculosis: A Narrative Review,Bangladesh Journal of Infectious Diseases,2023-12-31
INFLUENCE OF CARBONATION ON TORRENT AIR PERMEABILITY OF CONCRETE,Acta Polytechnica,2023-12-31
THE INCLUSION OF ULEMA IN THE APPLICATION OF ISLAM NUSANTARA LAW FOR THE ACEH COMMUNITY,Al-Risalah: Forum Kajian Hukum dan Sosial Kemasyarakatan,2023-12-31
"Culturable bacteria associated with the mucus of the zoanthid Palythoa caribaeorum (Cnidaria, Anthozoa) from Northeast of Brazil",Revista de Biologia Marina y Oceanografia,2023-12-31
SEMI-ANALYTICAL APPROACH-BASED STUDIES OF THE SQUEEZE FILM LUBRICATION BETWEEN ROUGH POROUS ANNULAR DISCS: RABINOWITSCH FLUID MODEL,Acta Polytechnica,2023-12-31
APPLICATION OF AN ARTIFICIAL INTELLIGENCE SEGMENTATION FOR DEEP HYPERTHERMIA TREATMENT PLANNING IN THE PELVIC REGION,Acta Polytechnica,2023-12-31
Biochemical composition of the Atlantic pearl oyster Pinctada imbricata (Bivalvia: Pteriidae) in suspended culture: Influence of environmental factors,Revista de Biologia Marina y Oceanografia,2023-12-31
PREDICTION OF TEMPERATURE FIELD DISTRIBUTION IN A GAS TURBINE USING A HIGHER ORDER NEURAL NETWORK,Acta Polytechnica,2023-12-31
